ts	imei	mwra	c.android.youtube	c.dogalize	c.android.gm	c.katana	c.android.chrome	c.updateassist	c.raider	c.android.vending	c.UCMobile.x86	c.UCMobile.intl
1525514400.0	8.630330696303483e+18	1.0	12.49796	15.69963	11.22929	15.43056	9.78569	22.4822	0.02278	35.29867	42.47733	87.28326
1525514460.0	8.630330696303481e+18	1.0	17.21526	13.22235	10.16279	9.80385	11.30894	66.88917	0.00526	73.50198	79.94891	91.53527
1525514520.0	8.63033069630348e+17	0.0	13.34076	11.81074	13.61999	12.83213	11.18812	65.11706	0.0027	25.55843	16.18879	70.12739
1525514580.0	3.5904337993176617e+18	0.0	14.98647	8.99947	13.14278	11.01669	10.8388	53.14859	0.9912809999999991	58.38489	0.46515	45.71214
1525514640.0	8.630330696303482e+18	1.0	16.69184	7.73218	15.52668	10.00304	13.28063	34.4959	0.0103	51.88443	68.4425	59.55725
1525514700.0	8.63033069630348e+17	1.0	14.80127	9.94441	9.68083	12.06547	16.41582	42.89927	0.9912809999999991	34.24193	85.31428	40.31843
1525514760.0	3.590433799317667e+17	1.0	13.13517	16.09028	8.94818	11.94504	13.7359	44.70349	0.03788	52.35983	6.17835	41.61768
1525514820.0	3.590433799317662e+18	0.0	12.57162	14.64373	7.06809	12.31062	9.81695	56.89257	0.00062	39.54753	95.92967	29.62039
1525514880.0	3.590433799317662e+17	0.0	15.16762	12.96261	16.03177	13.89247	9.40196	73.35006399999999	0.05624	35.78957	43.42143	34.66246
1525514940.0	8.630330696303487e+17	0.0	14.70309	10.89647	16.35841	14.53663	9.36457	67.29481	0.00021	37.51082	71.85621	26.52449
1525515000.0	3.590433799317662e+18	0.0	12.88946	11.62419	13.59137	13.67901	17.50851	43.87035	0.07044	51.40697	8.40161	80.06235
1525515060.0	8.630330696303481e+18	0.0	13.73268	10.75907	15.96299	15.0637	9.82773	54.15271	0.9912809999999991	50.909	69.87513	35.19847
1525515120.0	8.630330696303487e+17	0.0	10.29878	13.34171	10.83622	10.96826	6.08268	45.47973	0.00016	37.87887	96.46331	30.43197
1525515180.0	3.5904337993176646e+17	1.0	15.14898	10.0442	12.23075	11.40355	14.53238	68.89643	0.9912809999999991	34.73437	60.56359	27.39617
1525515240.0	8.630330696303482e+17	0.0	14.1838	9.70174	14.35187	13.97049	8.24641	70.45153	0.9912809999999991	65.08602	63.93588	88.23041
1525515300.0	8.630330696303487e+17	0.0	16.09715	10.13264	15.23474	17.46144	8.5478	51.56401	0.00084	46.12156	5.90994	50.19173
1525515360.0	3.590433799317668e+17	1.0	10.98341	14.1911	10.01007	9.33687	7.7465	33.2843	0.0009	53.94824	33.52014	79.08601
1525515420.0	8.630330696303482e+17	1.0	13.69497	9.67005	11.46715	11.85799	14.55578	61.30612	0.02838	71.77671	73.83875	63.54312
1525515480.0	3.590433799317669e+17	1.0	10.703	9.09095	13.04957	13.73899	15.329	34.80722	0.00739	58.71459	17.08706	42.01332
1525515540.0	8.630330696303482e+17	1.0	12.18869	7.4559	13.11801	13.62025	10.97363	70.27876	0.9912809999999991	54.96537	27.03166	87.53054
1525515600.0	8.630330696303481e+18	0.0	14.8804	10.93695	11.59037	11.69236	11.45966	37.63996	0.15416	56.33443	68.46086	67.45575
1525515660.0	8.630330696303482e+18	1.0	14.49892	8.059	14.04477	14.24384	15.18907	42.79741	0.9912809999999991	50.48364	43.94966	61.6083
1525515720.0	3.590433799317661e+18	1.0	13.83445	12.19613	10.55524	11.1726	7.99068	47.33553	0.00014	37.76411	86.51758	52.89735
1525515780.0	8.630330696303482e+18	0.0	12.42381	8.67787	11.65162	12.67353	11.76912	38.69766	0.04785	39.74524	83.97155	57.87731
1525515840.0	3.590433799317661e+18	1.0	12.22779	7.47313	16.08687	16.3847	14.65841	66.58323	0.14848	33.36875	86.9872	90.939
1525515900.0	8.630330696303482e+18	0.0	12.14301	10.76234	15.626	15.49006	10.74804	27.71854	0.00033	68.77041	27.98596	77.66912
1525515960.0	8.630330696303482e+18	1.0	11.82264	15.75448	12.67929	12.93561	8.7335	63.29914	0.01775	36.43958	45.77346	81.13994
1525516020.0	8.630330696303484e+17	0.0	18.21278	9.97787	14.0062	14.69394	8.08187	42.12441	0.0052	57.68871	59.17639	87.48509
1525516080.0	3.5904337993176627e+18	0.0	13.5645	14.00513	13.3618	9.66771	8.10828	31.55422	0.0003	48.6524	61.05494	16.69957
1525516140.0	8.630330696303482e+18	0.0	15.63911	11.674	12.23526	14.29894	10.42451	53.06881	0.0583	45.149	1.77836	33.56656
1525516200.0	3.590433799317661e+18	1.0	14.72434	13.25606	9.76335	11.17215	10.65958	52.84006	0.00104	47.75864	10.27069	88.58453
1525516260.0	8.630330696303488e+17	1.0	14.16887	14.03555	10.55509	12.13022	8.89259	16.45972	0.00035	40.4844	48.49617	47.98845
1525516320.0	3.5904337993176617e+18	1.0	14.94091	13.83864	6.29532	8.37454	11.01809	56.89519	0.00408	55.88447	75.80531	9.08479
1525516380.0	3.590433799317662e+18	1.0	12.68758	12.49482	11.70324	8.43676	8.78036	57.18211	0.00073	47.3865	81.17399	28.79388
1525516440.0	3.590433799317661e+18	0.0	14.85234	10.29921	11.35868	15.37729	9.88248	24.41286	0.02127	44.30458	59.09829	97.06543
1525516500.0	3.590433799317662e+18	1.0	12.68049	7.87037	14.37726	15.74368	13.20354	40.77386	0.02643	39.00899	25.75717	44.99858
1525516560.0	3.590433799317667e+17	1.0	11.56471	15.02442	10.90689	12.19926	8.06687	48.89324	0.00074	52.77464	89.71007	33.99364
1525516620.0	3.590433799317662e+18	0.0	12.28964	11.55349	14.35541	14.42067	9.39795	52.01475	0.00061	49.40155	32.00746	57.40385
1525516680.0	8.630330696303482e+18	0.0	10.15408	12.02742	14.67815	16.27665	8.75683	40.62735	0.06681	47.53173	25.03781	64.61386
1525516740.0	8.630330696303482e+18	1.0	17.1197685	8.27902	17.81327	15.01058	12.18966	40.38405	0.9912809999999991	50.99975	38.28502	87.12788
1525516800.0	3.590433799317665e+17	1.0	13.06276	8.335	15.35554	15.84651	10.75038	43.74198	0.0263	38.84927	79.49853	53.88814
1525516860.0	8.630330696303482e+18	1.0	13.06713	10.90737	9.79339	12.06145	16.14884	51.75832	0.01328	47.98031	18.75088	91.66234
